discharge_date,facility_id,unit_id,discharges,oob_cases,post_ready_hard_cap_cases,median_los_hours,median_post_ready_delay_hours,oob_rate,centerline_oob_rate,sigma_oob_rate,upper_control_limit,control_chart_signal_flag,top_blocker,estimated_bed_days_recoverable
2026-01-12,FAC_000,surgical,17,1,2,113.23,15.59,0.058823529411764705,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-01-12,FAC_000,transitional_care,17,5,5,172.15,22.59,0.29411764705882354,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-01-13,FAC_000,acute_medicine,24,3,5,133.97,24.435000000000002,0.125,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-01-13,FAC_000,cardiac,16,1,1,110.375,18.995,0.0625,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-01-13,FAC_000,orthopedics,18,1,1,148.10500000000002,18.67,0.05555555555555555,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-01-13,FAC_000,respiratory,23,4,4,142.6,18.07,0.17391304347826086,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-01-13,FAC_000,surgical,13,2,3,111.37,17.23,0.15384615384615385,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-01-13,FAC_000,transitional_care,22,3,3,165.035,17.28,0.13636363636363635,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-01-14,FAC_000,acute_medicine,25,2,2,123.64,13.65,0.08,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-01-14,FAC_000,cardiac,15,1,2,113.13,18.22,0.06666666666666667,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-01-14,FAC_000,orthopedics,19,1,3,153.12,23.990000000000002,0.05263157894736842,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-01-14,FAC_000,respiratory,17,2,2,130.87,16.64,0.11764705882352941,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-01-14,FAC_000,surgical,18,4,4,126.03999999999999,23.5,0.2222222222222222,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-01-14,FAC_000,transitional_care,17,5,5,169.52,27.11,0.29411764705882354,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-01-15,FAC_000,acute_medicine,34,5,5,135.125,27.1,0.14705882352941177,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-01-15,FAC_000,cardiac,12,1,2,110.61500000000001,15.7,0.08333333333333333,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-01-15,FAC_000,orthopedics,12,2,3,144.54500000000002,17.66,0.16666666666666666,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-01-15,FAC_000,respiratory,24,2,3,131.245,20.25,0.08333333333333333,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-01-15,FAC_000,surgical,17,2,2,111.99,17.52,0.11764705882352941,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-01-15,FAC_000,transitional_care,13,1,1,165.89,13.79,0.07692307692307693,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-01-16,FAC_000,acute_medicine,22,3,4,129.25,17.17,0.13636363636363635,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-01-16,FAC_000,cardiac,6,0,0,117.48,20.255,0.0,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-01-16,FAC_000,orthopedics,13,1,2,147.29,16.57,0.07692307692307693,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-01-16,FAC_000,respiratory,21,2,4,136.52,20.56,0.09523809523809523,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-01-16,FAC_000,surgical,15,1,2,113.04,23.785,0.06666666666666667,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-01-16,FAC_000,transitional_care,22,1,1,159.35,17.39,0.045454545454545456,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-01-17,FAC_000,acute_medicine,29,0,0,125.55,16.49,0.0,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-01-17,FAC_000,cardiac,9,0,0,120.81,17.4,0.0,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-01-17,FAC_000,orthopedics,13,2,4,142.09,22.52,0.15384615384615385,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-01-17,FAC_000,respiratory,18,5,6,140.07999999999998,23.99,0.2777777777777778,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-01-17,FAC_000,surgical,16,2,3,124.935,22.05,0.125,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-01-17,FAC_000,transitional_care,10,0,0,166.16,16.72,0.0,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-01-18,FAC_000,acute_medicine,33,1,4,122.71,18.37,0.030303030303030304,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-01-18,FAC_000,cardiac,19,0,0,104.08,16.509999999999998,0.0,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-01-18,FAC_000,orthopedics,8,0,0,135.395,17.225,0.0,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-01-18,FAC_000,respiratory,27,4,5,132.44,19.795,0.14814814814814814,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-01-18,FAC_000,surgical,22,3,4,121.555,18.83,0.13636363636363635,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-01-18,FAC_000,transitional_care,18,0,0,173.675,20.310000000000002,0.0,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-01-19,FAC_000,acute_medicine,35,2,4,131.6,19.840000000000003,0.05714285714285714,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-01-19,FAC_000,cardiac,9,0,1,101.77,14.15,0.0,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-01-19,FAC_000,orthopedics,16,4,5,158.885,21.57,0.25,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-01-19,FAC_000,respiratory,18,1,4,139.155,23.915,0.05555555555555555,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-01-19,FAC_000,surgical,16,3,4,120.65,21.51,0.1875,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-01-19,FAC_000,transitional_care,20,0,2,176.92000000000002,21.745,0.0,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-01-20,FAC_000,acute_medicine,29,4,5,136.34,23.05,0.13793103448275862,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-01-20,FAC_000,cardiac,15,2,4,113.25,20.7,0.13333333333333333,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-01-20,FAC_000,orthopedics,9,2,3,151.74,24.12,0.2222222222222222,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-01-20,FAC_000,respiratory,19,1,2,131.07,16.24,0.05263157894736842,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-01-20,FAC_000,surgical,22,1,4,117.61,18.68,0.045454545454545456,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-01-20,FAC_000,transitional_care,15,4,3,167.48,21.54,0.26666666666666666,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-01-21,FAC_000,acute_medicine,36,7,7,140.18,20.119999999999997,0.19444444444444445,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-01-21,FAC_000,cardiac,15,2,3,106.24,24.45,0.13333333333333333,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-01-21,FAC_000,orthopedics,20,1,3,148.69,28.33,0.05,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-01-21,FAC_000,respiratory,22,2,3,131.075,20.72,0.09090909090909091,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-01-21,FAC_000,surgical,15,0,1,112.78,23.08,0.0,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-01-21,FAC_000,transitional_care,14,4,4,170.95999999999998,27.565,0.2857142857142857,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-01-22,FAC_000,acute_medicine,39,4,8,128.18,21.33,0.10256410256410256,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-01-22,FAC_000,cardiac,14,2,2,108.495,17.89,0.14285714285714285,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-01-22,FAC_000,orthopedics,14,0,2,133.905,19.025,0.0,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-01-22,FAC_000,respiratory,16,1,1,132.93,21.46,0.0625,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-01-22,FAC_000,surgical,18,2,2,118.45,18.03,0.1111111111111111,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-01-22,FAC_000,transitional_care,13,3,4,179.53,31.14,0.23076923076923078,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-01-23,FAC_000,acute_medicine,23,1,2,130.91,18.759999999999998,0.043478260869565216,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-01-23,FAC_000,cardiac,14,1,2,112.995,19.33,0.07142857142857142,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-01-23,FAC_000,orthopedics,15,2,2,139.13,25.11,0.13333333333333333,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-01-23,FAC_000,respiratory,25,2,1,138.13,17.62,0.08,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-01-23,FAC_000,surgical,17,1,3,123.64,14.03,0.058823529411764705,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-01-23,FAC_000,transitional_care,15,0,1,157.54,18.09,0.0,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-01-24,FAC_000,acute_medicine,26,3,2,133.225,20.7,0.11538461538461539,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-01-24,FAC_000,cardiac,13,2,2,105.29,20.63,0.15384615384615385,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-01-24,FAC_000,orthopedics,15,3,3,143.67,23.68,0.2,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-01-24,FAC_000,respiratory,19,3,2,132.16,16.3,0.15789473684210525,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-01-24,FAC_000,surgical,20,1,3,116.58500000000001,19.96,0.05,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-01-24,FAC_000,transitional_care,11,1,2,173.41,24.06,0.09090909090909091,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-01-25,FAC_000,acute_medicine,35,4,4,131.85,19.85,0.11428571428571428,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-01-25,FAC_000,cardiac,18,0,1,102.435,15.23,0.0,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-01-25,FAC_000,orthopedics,11,1,1,145.75,21.86,0.09090909090909091,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-01-25,FAC_000,respiratory,19,1,1,148.43,20.31,0.05263157894736842,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-01-25,FAC_000,surgical,22,1,1,113.51,18.62,0.045454545454545456,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-01-25,FAC_000,transitional_care,12,2,3,167.115,21.12,0.16666666666666666,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-01-26,FAC_000,acute_medicine,23,1,2,123.32,22.465,0.043478260869565216,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-01-26,FAC_000,cardiac,8,0,0,98.33000000000001,14.105,0.0,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-01-26,FAC_000,orthopedics,13,1,1,141.69,21.24,0.07692307692307693,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-01-26,FAC_000,respiratory,19,1,1,140.52,15.48,0.05263157894736842,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-01-26,FAC_000,surgical,19,2,3,122.94,19.545,0.10526315789473684,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-01-26,FAC_000,transitional_care,18,2,3,165.91500000000002,19.575,0.1111111111111111,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-01-27,FAC_000,acute_medicine,28,4,9,140.52499999999998,25.34,0.14285714285714285,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-01-27,FAC_000,cardiac,16,2,1,113.69,19.81,0.125,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-01-27,FAC_000,orthopedics,7,1,2,141.15,16.86,0.14285714285714285,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-01-27,FAC_000,respiratory,19,3,3,136.22,21.04,0.15789473684210525,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-01-27,FAC_000,surgical,12,2,3,124.6,26.22,0.16666666666666666,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-01-27,FAC_000,transitional_care,17,1,1,167.2,24.64,0.058823529411764705,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-01-28,FAC_000,acute_medicine,35,3,5,136.06,22.495,0.08571428571428572,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-01-28,FAC_000,cardiac,11,2,2,108.76,23.68,0.18181818181818182,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-01-28,FAC_000,orthopedics,12,4,3,150.8,18.03,0.3333333333333333,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-01-28,FAC_000,respiratory,22,2,2,138.115,21.73,0.09090909090909091,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-01-28,FAC_000,surgical,11,0,0,118.53,21.79,0.0,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-01-28,FAC_000,transitional_care,16,1,3,165.33499999999998,18.94,0.0625,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-01-29,FAC_000,acute_medicine,32,3,5,131.02,18.69,0.09375,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-01-29,FAC_000,cardiac,15,1,1,111.48,19.02,0.06666666666666667,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-01-29,FAC_000,orthopedics,8,0,0,140.7,18.09,0.0,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-01-29,FAC_000,respiratory,17,4,5,147.52,27.56,0.23529411764705882,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-01-29,FAC_000,surgical,24,2,5,119.64,20.490000000000002,0.08333333333333333,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-01-29,FAC_000,transitional_care,12,2,3,163.925,22.15,0.16666666666666666,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-01-30,FAC_000,acute_medicine,25,3,5,137.26,21.52,0.12,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-01-30,FAC_000,cardiac,10,3,4,113.63,31.41,0.3,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-01-30,FAC_000,orthopedics,11,2,3,147.09,23.79,0.18181818181818182,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-01-30,FAC_000,respiratory,30,4,4,136.07999999999998,20.66,0.13333333333333333,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-01-30,FAC_000,surgical,18,2,3,115.89,20.97,0.1111111111111111,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-01-30,FAC_000,transitional_care,13,2,2,177.01,23.64,0.15384615384615385,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-01-31,FAC_000,acute_medicine,34,5,5,136.695,17.405,0.14705882352941177,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-01-31,FAC_000,cardiac,14,3,4,120.21000000000001,30.64,0.21428571428571427,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-01-31,FAC_000,orthopedics,18,1,2,151.97500000000002,16.88,0.05555555555555555,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-01-31,FAC_000,respiratory,20,2,5,139.31,21.86,0.1,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-01-31,FAC_000,surgical,19,0,0,116.94,15.55,0.0,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-01-31,FAC_000,transitional_care,18,4,5,178.675,26.77,0.2222222222222222,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-02-01,FAC_000,acute_medicine,31,5,5,130.23,15.870000000000001,0.16129032258064516,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-02-01,FAC_000,cardiac,6,0,1,116.345,27.015,0.0,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-02-01,FAC_000,orthopedics,9,0,1,147.96,20.28,0.0,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-02-01,FAC_000,respiratory,14,0,0,135.755,16.695,0.0,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-02-01,FAC_000,surgical,14,0,1,113.655,18.155,0.0,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-02-01,FAC_000,transitional_care,14,1,1,164.825,17.35,0.07142857142857142,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-02-02,FAC_000,acute_medicine,28,3,6,132.89499999999998,20.99,0.10714285714285714,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-02-02,FAC_000,cardiac,16,2,2,107.08500000000001,21.69,0.125,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-02-02,FAC_000,orthopedics,16,1,3,140.185,19.53,0.0625,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
2026-02-02,FAC_000,respiratory,30,1,0,138.375,17.47,0.03333333333333333,0.1142180931495121,0.1500133692493105,0.5642582008974436,False,computed_after_attribution,
2026-02-02,FAC_000,surgical,16,1,3,117.775,18.65,0.0625,0.11604679502763823,0.1755863818707879,0.642805940640002,False,computed_after_attribution,
2026-02-02,FAC_000,transitional_care,13,1,2,158.28,18.1,0.07692307692307693,0.13634529333126225,0.18737710746280029,0.698476615719663,False,computed_after_attribution,
2026-02-03,FAC_000,acute_medicine,35,2,3,128.05,17.47,0.05714285714285714,0.119843385840765,0.1701452439131562,0.6302791175802336,False,computed_after_attribution,
2026-02-03,FAC_000,cardiac,12,1,2,114.755,22.39,0.08333333333333333,0.08979073440118496,0.13107876299812316,0.4830270233955544,False,computed_after_attribution,
2026-02-03,FAC_000,orthopedics,13,1,2,143.6,25.15,0.07692307692307693,0.10384996529354609,0.15824783756808167,0.578593477997791,False,computed_after_attribution,
